번호,본부,사업소,팀,작업명,위험요인,안전조치방법
2765,광주본부,목포신호제어사업소,,작업장 순회 및 이동,관내 잡초나 수목 때문에 이동 시 넘어짐 및 부딪힘,- 봄철 지장수목(잡초) 제거
2766,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"제초 및 유지보수 시 곤충 및 파충류 등에 물림, 피부발진 발생",- 이동 및 접근 시 주의통행
2767,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"제초 및 유지보수 시 곤충 및 파충류 등에 물림, 피부발진 발생",- 곤충퇴치 스프레이 준비
2768,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"제초 및 유지보수 시 곤충 및 파충류 등에 물림, 피부발진 발생","긴팔, 긴바지 등 보호장구 착용 후 제초작업"
2769,광주본부,목포신호제어사업소,,작업장 순회 및 이동,우천 및 결빙 시 분기부 상판 등 지면이 미끄러워 넘어짐,- 이동중 서두름 금지
2770,광주본부,목포신호제어사업소,,작업장 순회 및 이동,우천 및 결빙 시 분기부 상판 등 지면이 미끄러워 넘어짐,- 안정된 자세로 이동
2771,광주본부,목포신호제어사업소,,작업장 순회 및 이동,야간시간대 조도 미확보 시 주변이 어두워 넘어지거나 떨어짐 (야간 선로변 및 역사 이동 중 단차에 의해 넘어짐),- 기 설치 조명 점등 후 작업
2772,광주본부,목포신호제어사업소,,작업장 순회 및 이동,야간시간대 조도 미확보 시 주변이 어두워 넘어지거나 떨어짐 (야간 선로변 및 역사 이동 중 단차에 의해 넘어짐),- 휴대(안전모 부착) 조명등 사용
2773,광주본부,목포신호제어사업소,,작업장 순회 및 이동,자갈도상에서 점검 및 이동 시 넘어짐,- 보호구(안전화)착용방법 준수
2774,광주본부,목포신호제어사업소,,작업장 순회 및 이동,자갈도상에서 점검 및 이동 시 넘어짐,- 서두름 금지(작업자 상호독려)
2775,광주본부,목포신호제어사업소,,작업장 순회 및 이동,비상계단 이용 시 결빙 및 물기 등으로 인해 미끄러짐,- 주의 통행
2776,광주본부,목포신호제어사업소,,작업장 순회 및 이동,비상계단 이용 시 결빙 및 물기 등으로 인해 미끄러짐,- 안전한 통로로 이동
2777,광주본부,목포신호제어사업소,,작업장 순회 및 이동,경전선 교량에서 작업 시 침목 에 발이 끼이거나 넘어짐,- 작업전 위험요인에 대한 교육
2778,광주본부,목포신호제어사업소,,작업장 순회 및 이동,겨울철 역사 건물 등에서 사용중인 수도주변 결빙으로 넘어짐,- 주의 통행
2779,광주본부,목포신호제어사업소,,작업장 순회 및 이동,겨울철 역사 건물 등에서 사용중인 수도주변 결빙으로 넘어짐,- 역사주변 결빙우려개소 사전 통보 및 제거(역) 후 이동
2780,광주본부,목포신호제어사업소,,작업장 순회 및 이동,승강장에서 선로를 통해 옆 승강장 이동중 단차에 의해 넘어짐,- 승강장~승강장 이동 금지
2781,광주본부,목포신호제어사업소,,작업장 순회 및 이동,승강장에서 선로를 통해 옆 승강장 이동중 단차에 의해 넘어짐,- 이동금지 안전교육 시행
2782,광주본부,목포신호제어사업소,,작업장 순회 및 이동,선로변에 설치된 출입문을 열고 넘어가다 돌출물에 넘어짐 ,- 위험개소 확인 후 주의 이동
2783,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"이동 중 단차, 트러프 불량개소(파손 등) 등에서 넘어짐","- 작업 전 위험요인, 지형 확인 철저"
2784,광주본부,목포신호제어사업소,,작업장 순회 및 이동,설비 및 공구 운반 시 선로 지장물에 접촉하여 넘어짐,- 사전 지장물 위치 파악 및 숙지
2785,광주본부,목포신호제어사업소,,작업장 순회 및 이동,열차 운행선상에서 기능점검 시 열차통과중 비산물에 맞음,- 열차접근 시 안전보호구 착용 후 안전장소로 대피(구조물 뒤쪽)
2786,광주본부,목포신호제어사업소,,작업장 순회 및 이동,가구함 자갈막이 설치개소에서 이동중 걸려 넘어짐 ,"- 작업 전 위험요인, 지형 확인 철저 "
2787,광주본부,목포신호제어사업소,,작업장 순회 및 이동,맨홀 덮개용 발판 간 단차 및 이격에 의해 발이 빠져 넘어짐,"- 작업 전 위험요인, 지형 확인 철저"
2788,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"야간작업 시 역사에 설치된 각종 가로등, 전철주, 기둥에 부딪힘",- 작업 전 위험개소 확인 철저
2789,광주본부,목포신호제어사업소,,작업장 순회 및 이동,일로역 J220에서 북쪽으로 이동중 교량옆에 비탈면이 있어 추락(떨어짐) 사고 우려,- 작업전 이동 시 반드시 일시 정지 실천 (바닥을 보고 걷지 않기 실천)
2790,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"이양역 북쪽 선로전환기 P22B 부근에 배수로가 있어 점검 시 실념에 의한 넘어짐, 발목 꺽임",- 주의 통행(지적확인환호응답 실시)
2791,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"함평역구내 남,북쪽 모두 곡선으로 열차 진입 여부 ",- 열차 경보앱 휴대 필수
2792,광주본부,목포신호제어사업소,,작업장 순회 및 이동,확인이 어려워 선로횡단 및 이동중 열차에 충돌 ,- 열차감시원이 있을때만 작업
2793,광주본부,목포신호제어사업소,,작업장 순회 및 이동,확인이 어려워 선로횡단 및 이동중 열차에 충돌 ,- 열차시간표 휴대 확인
2794,광주본부,목포신호제어사업소,,작업장 순회 및 이동,확인이 어려워 선로횡단 및 이동중 열차에 충돌 ,- 작업 및 이동
2795,광주본부,목포신호제어사업소,,작업장 순회 및 이동,확인이 어려워 선로횡단 및 이동중 열차에 충돌 ,지적확인환호응답 철저 
2796,광주본부,목포신호제어사업소,,작업장 순회 및 이동,함평-무안 상3 진입로 끝 지점 높이가 협소하여 이동 시 머리를 부딪힘,- 진입전에 부딪힐 위험부분 사전 확인 이동시 안전모를 착용하여 이동
2797,광주본부,목포신호제어사업소,,작업장 순회 및 이동,함평-무안 상3 진입로 끝 지점 높이가 협소하여 이동 시 머리를 부딪힘,- 안전한 진입로 설치(계단 등)
2798,광주본부,목포신호제어사업소,,작업장 순회 및 이동,나주역 남쪽구역은 곡선궤도로 투시불량에 따른 작업 및 이동중 열차에 충돌,- 열차 경보앱 휴대 필수
2799,광주본부,목포신호제어사업소,,작업장 순회 및 이동,나주역 남쪽구역은 곡선궤도로 투시불량에 따른 작업 및 이동중 열차에 충돌,- 열차감시원이 있을때만 작업
2800,광주본부,목포신호제어사업소,,작업장 순회 및 이동,나주역 남쪽구역은 곡선궤도로 투시불량에 따른 작업 및 이동중 열차에 충돌,- 열차시간표 휴대 확인
2801,광주본부,목포신호제어사업소,,작업장 순회 및 이동,나주역 남쪽구역은 곡선궤도로 투시불량에 따른 작업 및 이동중 열차에 충돌,- 작업 및 이동중 지적확인환호응답 철저 
2802,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"명봉~이양간 B8505T 부근 선로옆 비탈면에서 열차 대피 또는 이동중 미끄러짐, 굴러 떨어짐",- 항상 열차경로(시각표) 확인하며 걷기
2803,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"명봉~이양간 B8505T 부근 선로옆 비탈면에서 열차 대피 또는 이동중 미끄러짐, 굴러 떨어짐",- 열차 경보앱 항시 사용
2804,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"명봉~이양간 B8505T 부근 선로옆 비탈면에서 열차 대피 또는 이동중 미끄러짐, 굴러 떨어짐",- 야간 작업시 주위환경 파악
2805,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"이양-능주간 B111T (춘양2RC~춘양1RC쪽 좌측) 부근 선로옆 비탈면에서 열차대피 또는 이동중 미끄러짐, 굴러 떨어짐",- B111T 이동 할 때는 반대편(종점을 등지고 우측)의 경우 경사가 없으니 반대편으로 이동
2806,광주본부,목포신호제어사업소,,작업장 순회 및 이동,국가철도공단에서 개량 및 신설공사 구간인 임성리역 J530A부근에 각종 건설자재 등을 기구함 옆에 방치하여 통행 및 작업중 걸려 넘어짐,- 접속함 주변에 건설자재 등이 있음을 인지하고 이동
2807,광주본부,목포신호제어사업소,,작업장 순회 및 이동,국가철도공단에서 개량 및 신설공사 구간인 임성리역 J530A부근에 각종 건설자재 등을 기구함 옆에 방치하여 통행 및 작업중 걸려 넘어짐,- J530A 기구함문을 열 때 주의
2808,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"임성리역 역무실 및 계전기실 (전원실) 앞 진입로에 통신 케이블용 보호관(하프 파이프)이 설치되어 있어, 선로 진입 시 발이 걸려 넘어질 위험 ",- 야간작업 시 헤드랜턴배터리 확인
2809,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"임성리역 역무실 및 계전기실 (전원실) 앞 진입로에 통신 케이블용 보호관(하프 파이프)이 설치되어 있어, 선로 진입 시 발이 걸려 넘어질 위험 ",- 진입 전 후방 작업자에 전달
2810,광주본부,목포신호제어사업소,,작업장 순회 및 이동,(목포역 구내) 목포터널 하장내 시설점검 후 터널출구 기구함 부근에서 선로횡단 시 입환 열차에 충돌,"- 열차시간 확인 후 선로진입(열차시각표, 운행안전협의 정보) "
2811,광주본부,목포신호제어사업소,,작업장 순회 및 이동,(목포역 구내) 목포터널 하장내 시설점검 후 터널출구 기구함 부근에서 선로횡단 시 입환 열차에 충돌,- 열차접근경보앱 확인후 선로진입
2812,광주본부,목포신호제어사업소,,작업장 순회 및 이동,(목포역 구내) 목포터널 하장내 시설점검 후 터널출구 기구함 부근에서 선로횡단 시 입환 열차에 충돌,- 지적확인환호응답 후 선로진입
2813,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"함평~무안간 B3510TF구간 진입로 나무판자의 상태가 좋지 않고, 출입문 입구 쪽이 진흙이라 작업자가 이동 시 넘어질 위험",- 비가 올시 미끄러워 특히 주의통행
2814,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"함평~무안간 B3510TF구간 진입로 나무판자의 상태가 좋지 않고, 출입문 입구 쪽이 진흙이라 작업자가 이동 시 넘어질 위험",- 나무판자 교체
2815,광주본부,목포신호제어사업소,,작업장 순회 및 이동,몽탄~일로 광암1터널 부근 진입로(사다리)에서 미끄러져 추락,- 열차 통과 후 내려가기
2816,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"나주역 구내 북쪽 점검 시, 선로가 커브 구간이어서 열차 확인이 어려워 큰 사고로 이어질 위험","- 열차시각 숙지, 열차 감시 철저(열차감시앱에 의존하지 않기)"
2817,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"나주역 구내 북쪽 점검 시, 선로가 커브 구간이어서 열차 확인이 어려워 큰 사고로 이어질 위험",- 지적확인 환호응답 철저
2818,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"나주역 구내 북쪽 점검 시, 선로가 커브 구간이어서 열차 확인이 어려워 큰 사고로 이어질 위험","- 상대역과 운전협의 철저(무전, 열차 통보 요청 등)"
2819,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"고막원역 북쪽 P21B 부근 출입문 진입 시, 출입문 윗틀에 머리가 닿아 부딪힘 ",- 안전모 필히 착용
2820,광주본부,목포신호제어사업소,,작업장 순회 및 이동,"고막원역 북쪽 P21B 부근 출입문 진입 시, 출입문 윗틀에 머리가 닿아 부딪힘 ",- 출입문 진입 시 지적확인환호응답(확인)
